0.000000000000000000e+00,6.189569344566869802e+01,1.130433001558230046e+02
0.000000000000000000e+00,6.744366128885380363e+01,1.602881674172130033e+02
1.000000000000000000e+00,7.175812504227900490e+01,2.117374418300369996e+02
1.000000000000000000e+00,6.567364340926370403e+01,1.700627940973620014e+02
1.000000000000000000e+00,6.722246748894849588e+01,1.765382321599610123e+02
1.000000000000000000e+00,6.478258297798710430e+01,1.656116261822500064e+02
0.000000000000000000e+00,6.403757697771060009e+01,1.328161774404159985e+02
1.000000000000000000e+00,6.698353564047289410e+01,1.736635730944589966e+02
1.000000000000000000e+00,6.762848439921870636e+01,1.748654513655050096e+02
1.000000000000000000e+00,7.188718415730190259e+01,2.002994520787040074e+02
0.000000000000000000e+00,6.554153880831430001e+01,1.346990636214540018e+02
0.000000000000000000e+00,6.084274035709459838e+01,1.313054341591970058e+02
1.000000000000000000e+00,7.462909812110440555e+01,2.268921536165780140e+02
0.000000000000000000e+00,6.311858825181929689e+01,1.221151061266560021e+02
1.000000000000000000e+00,7.191830191935730454e+01,2.038465820410089862e+02
0.000000000000000000e+00,6.417962987597729807e+01,1.438590950442460041e+02
0.000000000000000000e+00,6.593982811750200312e+01,1.531015285063110127e+02
0.000000000000000000e+00,6.761667292663169349e+01,1.711122027862870141e+02
0.000000000000000000e+00,6.418914536608019716e+01,1.125070115381380020e+02
1.000000000000000000e+00,6.732077624056529430e+01,1.632924319680959968e+02
0.000000000000000000e+00,6.533533349543370150e+01,1.305732053939630077e+02
1.000000000000000000e+00,6.468669105969590305e+01,1.570168086200849871e+02
1.000000000000000000e+00,6.854089461691179963e+01,1.901312339200619874e+02
1.000000000000000000e+00,7.028027169461100243e+01,2.034651918380170059e+02
0.000000000000000000e+00,5.892650270304520177e+01,1.053299015275869976e+02
0.000000000000000000e+00,5.987867160888099960e+01,9.987728361361999418e+01
0.000000000000000000e+00,6.478782143352469802e+01,1.387917704495939972e+02
0.000000000000000000e+00,6.932992168083509910e+01,1.675828524263750126e+02
1.000000000000000000e+00,6.863315748786119741e+01,1.939372992030480134e+02
0.000000000000000000e+00,6.190639389281100335e+01,1.347825165348039889e+02
1.000000000000000000e+00,6.854172853545610167e+01,1.873216359842110137e+02
1.000000000000000000e+00,6.275349114579749710e+01,1.481021184877749874e+02
0.000000000000000000e+00,6.687497089440320508e+01,1.460579723725529959e+02
1.000000000000000000e+00,7.324935722982989716e+01,2.174266591830250093e+02
0.000000000000000000e+00,6.707793751551480455e+01,1.448480078200460071e+02
0.000000000000000000e+00,6.115261826120239874e+01,1.152448884702740060e+02
1.000000000000000000e+00,6.957909023435890106e+01,1.940945610743009979e+02
0.000000000000000000e+00,6.463750197411029319e+01,1.569132399493819889e+02
1.000000000000000000e+00,6.889078389422529369e+01,1.924386868929850039e+02
1.000000000000000000e+00,6.473910085032170514e+01,1.713900332467769942e+02
0.000000000000000000e+00,6.713226389520380621e+01,1.499060661044219955e+02
1.000000000000000000e+00,6.938201738033230015e+01,1.988500852113270128e+02
0.000000000000000000e+00,6.199107425899659773e+01,1.314107319030279939e+02
0.000000000000000000e+00,5.461685783010349837e+01,7.139374873897300233e+01
0.000000000000000000e+00,6.391657834159980212e+01,1.567785859628430103e+02
0.000000000000000000e+00,6.576622605174810587e+01,1.354444093365189872e+02
0.000000000000000000e+00,5.616729918622729656e+01,7.789855927183589301e+01
1.000000000000000000e+00,6.449971017731620293e+01,1.647231305303280067e+02
1.000000000000000000e+00,6.703177726874619680e+01,1.881556223615579881e+02
0.000000000000000000e+00,6.611098089782349518e+01,1.409984582205399875e+02
0.000000000000000000e+00,6.224154950066390057e+01,1.344032666941569971e+02
1.000000000000000000e+00,6.945413594810419511e+01,1.948206675471170115e+02
1.000000000000000000e+00,6.709758574720150648e+01,1.939551074437609941e+02
0.000000000000000000e+00,6.152876786375090035e+01,1.276614554826490036e+02
1.000000000000000000e+00,7.196054792166209779e+01,2.088150558229550029e+02
0.000000000000000000e+00,6.513587972757960642e+01,1.533974848826750019e+02
0.000000000000000000e+00,6.119393202376269869e+01,1.107013405063530058e+02
0.000000000000000000e+00,6.986851148591860294e+01,1.779920657831389974e+02
0.000000000000000000e+00,6.293042424718740335e+01,1.365967626268869992e+02
0.000000000000000000e+00,6.475539308422129636e+01,1.405470445478379986e+02
0.000000000000000000e+00,6.460935962002550070e+01,1.548535060675440036e+02
0.000000000000000000e+00,6.057863068239309712e+01,9.797755400889730026e+01
0.000000000000000000e+00,6.193800598898660326e+01,1.211872538155469954e+02
0.000000000000000000e+00,6.580460586670359646e+01,1.394832096127049965e+02
0.000000000000000000e+00,6.363582840082089831e+01,1.255040720929710005e+02
0.000000000000000000e+00,6.786895411272610090e+01,1.478656253045350013e+02
1.000000000000000000e+00,6.675602921740619422e+01,1.659897820928779879e+02
1.000000000000000000e+00,7.117115345604979382e+01,2.134572326143930070e+02
0.000000000000000000e+00,6.054259479189310156e+01,1.347134284125320107e+02
0.000000000000000000e+00,6.088968151066929835e+01,1.165674876195009944e+02
1.000000000000000000e+00,6.374472686546619826e+01,1.461592110758780052e+02
